FIRST NAME,,SURNAME,,AGE,,LG
SAMUEL EFFIONG,,JACOB,,1448,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1449,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1450,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1451,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1452,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1453,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1454,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1455,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1456,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1457,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1458,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1459,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1460,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1461,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1462,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1463,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1464,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1465,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1466,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1467,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1468,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1469,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1470,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1471,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1472,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1473,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1474,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1475,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1476,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1477,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1478,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1479,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1480,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1481,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1482,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1483,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1484,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1485,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1486,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1487,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1488,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1489,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1490,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1491,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1492,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1493,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1494,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1495,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1496,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1497,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1498,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1499,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1500,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1501,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1502,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1503,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1504,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1505,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1506,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1507,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1508,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1509,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1510,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1511,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1512,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1513,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1514,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1515,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1516,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1517,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1518,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1519,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1520,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1521,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1522,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1523,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1524,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1525,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1526,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1527,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1528,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1529,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1530,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1531,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1532,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1533,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1534,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1535,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1536,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1537,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1538,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1539,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1540,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1541,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1542,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1543,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1544,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1545,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1546,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1547,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1548,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1549,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1550,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1551,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1552,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1553,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1554,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1555,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1556,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1557,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1558,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1559,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1560,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1561,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1562,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1563,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1564,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1565,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1566,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1567,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1568,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1569,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1570,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1571,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1572,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1573,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1574,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1575,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1576,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1577,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1578,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1579,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1580,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1581,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1582,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1583,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1584,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1585,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1586,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1587,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1588,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1589,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1590,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1591,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1592,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1593,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1594,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1595,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1596,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1597,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1598,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1599,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1600,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1601,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1602,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1603,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1604,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1605,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1606,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1607,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1608,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1609,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1610,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1611,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1612,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1613,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1614,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1615,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1616,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1617,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1618,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1619,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1620,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1621,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1622,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1623,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1624,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1625,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1626,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1627,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1628,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1629,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1630,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1631,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1632,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1633,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1634,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1635,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1636,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1637,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1638,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1639,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1640,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1641,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1642,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1643,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1644,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1645,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1646,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1647,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1648,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1649,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1650,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1651,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1652,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1653,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1654,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1655,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1656,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1657,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1658,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1659,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1660,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1661,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1662,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1663,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1664,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1665,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1666,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1667,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1668,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1669,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1670,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1671,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1672,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1673,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1674,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1675,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1676,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1677,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1678,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1679,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1680,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1681,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1682,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1683,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1684,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1685,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1686,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1687,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1688,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1689,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1690,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1691,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1692,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1693,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1694,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1695,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1696,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1697,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1698,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1699,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1700,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1701,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1702,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1703,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1704,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1705,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1706,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1707,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1708,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1709,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1710,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1711,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1712,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1713,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1714,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1715,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1716,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1717,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1718,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1719,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1720,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1721,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1722,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1723,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1724,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1725,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1726,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1727,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1728,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1729,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1730,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1731,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1732,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1733,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1734,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1735,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1736,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1737,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1738,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1739,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1740,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1741,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1742,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1743,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1744,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1745,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1746,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1747,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1748,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1749,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1750,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1751,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1752,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1753,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1754,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1755,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1756,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1757,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1758,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1759,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1760,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1761,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1762,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1763,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1764,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1765,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1766,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1767,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1768,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1769,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1770,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1771,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1772,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1773,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1774,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1775,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1776,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1777,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1778,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1779,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1780,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1781,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1782,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1783,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1784,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1785,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1786,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1787,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1788,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1789,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1790,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1791,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1792,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1793,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1794,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1795,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1796,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1797,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1798,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1799,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1800,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1801,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1802,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1803,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1804,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1805,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1806,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1807,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1808,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1809,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1810,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1811,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1812,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1813,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1814,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1815,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1816,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1817,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1818,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1819,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1820,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1821,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1822,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1823,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1824,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1825,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1826,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1827,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1828,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1829,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1830,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1831,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1832,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1833,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1834,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1835,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1836,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1837,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1838,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1839,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1840,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1841,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1842,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1843,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1844,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1845,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1846,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1847,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1848,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1849,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1850,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1851,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1852,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1853,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1854,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1855,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1856,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1857,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1858,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1859,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1860,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1861,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1862,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1863,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1864,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1865,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1866,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1867,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1868,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1869,,ESSIT EKET
SAMUEL EFFIONG,,JACOB,,1870,,ESSIT EKET
